	shannon
PFF_Cecum_11	5.920464460356332
PFF_Cecum_12	4.791143584472681
PFF_Cecum_13	6.010199920081608
PFF_Cecum_14	5.279241528772696
PFF_Cecum_15	5.597824013278961
PFF_Cecum_16	5.586391429444562
PFF_Cecum_17	6.009225413396159
PFF_Cecum_18	4.827363091072898
PFF_Cecum_19	3.8609040256069216
PFF_Cecum_1904	5.36026602109889
PFF_Cecum_1906	5.741277281806103
PFF_Cecum_1907	5.846318590165162
PFF_Cecum_1908	5.0897638900184665
PFF_Cecum_1910	5.435268949998553
PFF_Cecum_1913	5.270172736904111
PFF_Cecum_1914	5.80972222452312
PFF_Cecum_1917	5.639380716151291
PFF_Cecum_1920	6.384978018583722
PFF_Cecum_1921	5.8844271932697
PFF_Cecum_1937	5.689338373529783
PFF_Cecum_1938	5.710293928129412
PFF_Cecum_1941	5.732507147330794
PFF_Cecum_1942	4.470576146631154
PFF_Cecum_1943	5.097336393532345
PFF_Cecum_1944	5.744716830135397
PFF_Cecum_1945	4.913719391684701
PFF_Cecum_21	4.798593591590366
PFF_Cecum_25	4.2545644887637755
PFF_Cecum_27	5.2681535422449715
PFF_Cecum_28	6.260327935655633
PFF_Cecum_30	5.74405338765968
PFF_Cecum_32	6.480068663167592
PFF_Cecum_35	6.0122658481636515
PFF_Cecum_36	5.4780594706529
PFF_Cecum_37	5.188394459770096
