	chao1
PFF_Colon_1937	157.28571428571428
PFF_Colon_12	184.7
PFF_Colon_1910	199.2
PFF_Colon_1945	159.5
PFF_Colon_1914	157.03703703703704
PFF_Colon_1921	281.6222222222222
PFF_Colon_21	189.66666666666666
PFF_Colon_11	180.03703703703704
PFF_Colon_25	140.125
PFF_Colon_17	186.3846153846154
PFF_Colon_32	209.6875
PFF_Colon_28	210.0
PFF_Colon_1941	268.6829268292683
PFF_Colon_18	196.95833333333334
PFF_Colon_14	170.3448275862069
PFF_Colon_36	249.11764705882354
PFF_Colon_30	136.65217391304347
PFF_Colon_15	192.24
PFF_Colon_1907	181.125
PFF_Colon_27	246.0810810810811
PFF_Colon_1938	154.77777777777777
PFF_Colon_19	178.13636363636363
PFF_Colon_1913	129.0
PFF_Colon_1906	199.5
PFF_Colon_16	191.33333333333334
PFF_Colon_1904	226.8
PFF_Colon_37	156.1304347826087
PFF_Colon_1908	205.0
PFF_Colon_35	181.1
PFF_Colon_1920	177.7941176470588
PFF_Colon_1944	210.6
PFF_Colon_1943	196.64
PFF_Colon_1942	186.0
PFF_Colon_13	158.57692307692307
PFF_Colon_1917	218.53571428571428
PFF_Colon_1946	128.05882352941177
